"distrito","departamento","provincia","rango_edad","test_number","tamizaje_reactivo","year"
"CHIVAY","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2020"
"CHIVAY","AREQUIPA","CAYLLOMA","12-17 años",4,0,"2022"
"CHIVAY","AREQUIPA","CAYLLOMA","18-29 años",76,0,"2022"
"CHIVAY","AREQUIPA","CAYLLOMA","30-59 años",54,0,"2022"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2011"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2011"
"COPORAQUE","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2013"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2013"
"COPORAQUE","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2014"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2014"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2014"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2015"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2016"
"COPORAQUE","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2017"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",13,0,"2017"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2017"
"COPORAQUE","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2018"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2018"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2018"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2020"
"COPORAQUE","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2022"
"COPORAQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2022"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2013"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2013"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2014"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",7,0,"2014"
"HUAMBO","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2015"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2015"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2015"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2016"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2016"
"HUAMBO","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2017"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2017"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2017"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2018"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2018"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2020"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2020"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2021"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2021"
"HUAMBO","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2022"
"HUAMBO","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2022"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2012"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2012"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2013"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",7,0,"2013"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2013"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2014"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2014"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2014"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2015"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",11,0,"2015"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",9,0,"2015"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2016"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",9,0,"2016"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",3,0,"2017"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",9,0,"2017"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",8,0,"2017"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2018"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2018"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",8,0,"2018"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2021"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2021"
"HUANCA","AREQUIPA","CAYLLOMA","12-17 años",3,0,"2022"
"HUANCA","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2022"
"HUANCA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2022"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2012"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",7,0,"2013"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2013"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2014"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2015"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2015"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2016"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2016"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2017"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2017"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2018"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",8,0,"2018"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2018"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2022"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2022"
"ICHUPAMPA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2022"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2011"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2012"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2012"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2013"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2013"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2014"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2014"
"LARI","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2015"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",7,0,"2015"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2015"
"LARI","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2016"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2016"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2016"
"LARI","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2017"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",9,0,"2017"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2017"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2018"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2018"
"LARI","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2022"
"LARI","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2022"
"LARI","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2022"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2011"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2012"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2012"
"LLUTA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2013"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2013"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2013"
"LLUTA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2014"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2014"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2014"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2015"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2015"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2016"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2016"
"LLUTA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2017"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2017"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2017"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2018"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2018"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2020"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2020"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2021"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2021"
"LLUTA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2022"
"LLUTA","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2022"
"LLUTA","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2022"
"MACA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"MACA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2013"
"MACA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2014"
"MACA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2014"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2014"
"MACA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2015"
"MACA","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2015"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2015"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2016"
"MACA","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2017"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",7,0,"2017"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2018"
"MACA","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2022"
"MACA","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2022"
"MADRIGAL","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2013"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2013"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2014"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2014"
"MADRIGAL","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2015"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2015"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2016"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2016"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2017"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2017"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2018"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2018"
"MADRIGAL","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2022"
"MADRIGAL","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2022"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",5,0,"2011"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",47,0,"2011"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",21,0,"2011"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",3,0,"2012"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2012"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",7,0,"2012"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",38,0,"2013"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",313,0,"2013"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",151,0,"2013"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",106,0,"2014"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",721,3,"2014"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",330,0,"2014"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",81,0,"2015"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",843,0,"2015"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",380,0,"2015"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",108,0,"2016"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",962,1,"2016"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",497,0,"2016"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",88,0,"2017"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",983,1,"2017"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",485,0,"2017"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",125,0,"2018"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",1316,0,"2018"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",616,1,"2018"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2019"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2019"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2019"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2020"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2020"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2020"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",23,0,"2021"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",342,0,"2021"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",192,0,"2021"
"MAJES","AREQUIPA","CAYLLOMA","12-17 años",91,0,"2022"
"MAJES","AREQUIPA","CAYLLOMA","18-29 años",834,0,"2022"
"MAJES","AREQUIPA","CAYLLOMA","30-59 años",594,1,"2022"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2011"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2012"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",8,0,"2012"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2012"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2013"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2013"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2014"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",10,0,"2014"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",8,0,"2014"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",6,0,"2015"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",12,0,"2015"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2015"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",4,0,"2016"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",11,0,"2016"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2016"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2017"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2017"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2018"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2018"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2018"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2021"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2021"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","18-29 años",7,0,"2022"
"SAN ANTONIO DE CHUCA","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2022"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2011"
"SIBAYO","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2013"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2014"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2014"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2015"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2015"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",7,0,"2016"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2016"
"SIBAYO","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2017"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2017"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2017"
"SIBAYO","AREQUIPA","CAYLLOMA","12-17 años",3,0,"2018"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",6,0,"2018"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2018"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2020"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2020"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2021"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2021"
"SIBAYO","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2022"
"SIBAYO","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2022"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2013"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2013"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2014"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",4,0,"2014"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2015"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2015"
"TAPAY","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2016"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",5,0,"2016"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2016"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2017"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2017"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2018"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2018"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2020"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2020"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2021"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",0,0,"2021"
"TAPAY","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2022"
"TAPAY","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2022"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2011"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2012"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2013"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2013"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2013"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2014"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",10,0,"2014"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",7,0,"2014"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2015"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",13,0,"2015"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",15,0,"2015"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2016"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",15,0,"2016"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",14,0,"2016"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",5,0,"2017"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",18,0,"2017"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",14,0,"2017"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2018"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",21,0,"2018"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",13,0,"2018"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2020"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2021"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2021"
"TISCO","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2022"
"TISCO","AREQUIPA","CAYLLOMA","18-29 años",16,0,"2022"
"TISCO","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2022"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2011"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2013"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2013"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",9,0,"2014"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2014"
"TUTI","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2015"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2015"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",2,0,"2015"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2016"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2016"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",2,0,"2017"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2017"
"TUTI","AREQUIPA","CAYLLOMA","12-17 años",5,0,"2018"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2018"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",3,0,"2018"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2021"
"TUTI","AREQUIPA","CAYLLOMA","18-29 años",3,0,"2022"
"TUTI","AREQUIPA","CAYLLOMA","30-59 años",7,0,"2022"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2011"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",16,0,"2011"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",5,0,"2011"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2013"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2014"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",1,0,"2014"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2014"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",0,0,"2015"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2015"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2015"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",1,0,"2016"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",4,0,"2016"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",6,0,"2016"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",2,0,"2017"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",8,0,"2017"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",9,0,"2017"
"YANQUE","AREQUIPA","CAYLLOMA","12-17 años",10,0,"2018"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",9,0,"2018"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",1,0,"2018"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",0,0,"2019"
"YANQUE","AREQUIPA","CAYLLOMA","18-29 años",12,0,"2022"
"YANQUE","AREQUIPA","CAYLLOMA","30-59 años",9,0,"2022"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",0,0,"2013"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",1,0,"2015"
"ANDARAY","AREQUIPA","CONDESUYOS","12-17 años",1,0,"2016"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",1,0,"2016"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",1,0,"2017"
"ANDARAY","AREQUIPA","CONDESUYOS","30-59 años",1,0,"2017"
"ANDARAY","AREQUIPA","CONDESUYOS","30-59 años",2,0,"2018"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",2,0,"2020"
"ANDARAY","AREQUIPA","CONDESUYOS","30-59 años",2,0,"2020"
"ANDARAY","AREQUIPA","CONDESUYOS","12-17 años",1,0,"2021"
"ANDARAY","AREQUIPA","CONDESUYOS","30-59 años",2,0,"2021"
"ANDARAY","AREQUIPA","CONDESUYOS","18-29 años",1,0,"2022"
"ANDARAY","AREQUIPA","CONDESUYOS","30-59 años",3,0,"2022"
"CAYARANI","AREQUIPA","CONDESUYOS","12-17 años",1,0,"2013"
"CAYARANI","AREQUIPA","CONDESUYOS","18-29 años",11,0,"2013"
"CAYARANI","AREQUIPA","CONDESUYOS","30-59 años",4,0,"2013"
"CAYARANI","AREQUIPA","CONDESUYOS","12-17 años",2,0,"2014"
"CAYARANI","AREQUIPA","CONDESUYOS","18-29 años",15,0,"2014"
"CAYARANI","AREQUIPA","CONDESUYOS","30-59 años",8,0,"2014"
"CAYARANI","AREQUIPA","CONDESUYOS","12-17 años",7,0,"2015"
"CAYARANI","AREQUIPA","CONDESUYOS","18-29 años",40,0,"2015"
"CAYARANI","AREQUIPA","CONDESUYOS","30-59 años",14,0,"2015"
"CAYARANI","AREQUIPA","CONDESUYOS","12-17 años",15,0,"2016"
"CAYARANI","AREQUIPA","CONDESUYOS","18-29 años",21,0,"2016"
