"distrito","departamento","provincia","rango_edad","test_number","tamizaje_reactivo","year"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",11,0,"2016"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2017"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",16,0,"2017"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",10,0,"2017"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2018"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",11,0,"2018"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",10,0,"2018"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",3,0,"2019"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",4,0,"2019"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",7,0,"2019"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2020"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",20,0,"2020"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",5,0,"2020"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2021"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",12,0,"2021"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",10,0,"2021"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2022"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","18-29 años",12,0,"2022"
"COCHABAMBA","HUANUCO","HUACAYBAMBA","30-59 años",14,0,"2022"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",3,0,"2012"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",3,0,"2012"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",3,0,"2012"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",6,0,"2013"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",17,0,"2013"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",14,0,"2013"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",9,0,"2014"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",33,0,"2014"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",36,0,"2014"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",8,0,"2015"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",57,0,"2015"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",55,0,"2015"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",20,0,"2016"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",92,0,"2016"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",57,0,"2016"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",19,0,"2017"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",95,1,"2017"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",95,1,"2017"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",29,0,"2018"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",88,0,"2018"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",58,0,"2018"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",8,0,"2019"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",39,0,"2019"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",35,0,"2019"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",15,0,"2020"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",107,0,"2020"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",73,0,"2020"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",20,0,"2021"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",94,0,"2021"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",70,0,"2021"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","12-17 años",22,0,"2022"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","18-29 años",110,0,"2022"
"HUACAYBAMBA","HUANUCO","HUACAYBAMBA","30-59 años",69,0,"2022"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",2,0,"2012"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",19,0,"2012"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",14,0,"2012"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",10,0,"2013"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",45,0,"2013"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",27,0,"2013"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",11,0,"2014"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",37,0,"2014"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",38,0,"2014"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",18,0,"2015"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",45,0,"2015"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",42,0,"2015"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",23,0,"2016"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",100,0,"2016"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",67,0,"2016"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",16,0,"2017"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",99,0,"2017"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",83,0,"2017"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",15,0,"2018"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",100,0,"2018"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",92,0,"2018"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",11,0,"2019"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",24,0,"2019"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",40,0,"2019"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",23,0,"2020"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",78,0,"2020"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",49,0,"2020"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",20,0,"2021"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",65,0,"2021"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",53,0,"2021"
"PINRA","HUANUCO","HUACAYBAMBA","12-17 años",21,0,"2022"
"PINRA","HUANUCO","HUACAYBAMBA","18-29 años",57,1,"2022"
"PINRA","HUANUCO","HUACAYBAMBA","30-59 años",51,0,"2022"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",1,0,"2012"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",2,0,"2012"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",1,0,"2012"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",1,0,"2013"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",6,0,"2013"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",3,0,"2013"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",1,0,"2014"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",11,0,"2014"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",8,1,"2014"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",3,0,"2015"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",21,0,"2015"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",10,0,"2015"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",4,0,"2016"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",21,0,"2016"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",8,0,"2016"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",2,0,"2017"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",24,1,"2017"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",22,0,"2017"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",10,0,"2018"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",35,0,"2018"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",21,1,"2018"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",3,0,"2019"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",20,0,"2019"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",10,2,"2019"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",4,0,"2020"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",27,1,"2020"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",15,0,"2020"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",6,0,"2021"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",23,0,"2021"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",12,0,"2021"
"ARANCAY","HUANUCO","HUAMALIES","12-17 años",2,0,"2022"
"ARANCAY","HUANUCO","HUAMALIES","18-29 años",25,0,"2022"
"ARANCAY","HUANUCO","HUAMALIES","30-59 años",12,0,"2022"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",2,0,"2011"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",1,0,"2011"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",1,0,"2012"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",9,0,"2012"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",1,0,"2012"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",5,0,"2013"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",16,0,"2013"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",15,0,"2013"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",7,0,"2014"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",42,0,"2014"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",32,1,"2014"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",15,0,"2015"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",56,0,"2015"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",31,0,"2015"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",13,0,"2016"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",48,0,"2016"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",29,0,"2016"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",15,0,"2017"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",41,0,"2017"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",30,0,"2017"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",8,0,"2018"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",80,1,"2018"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",46,1,"2018"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",4,0,"2019"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",36,0,"2019"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",27,0,"2019"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",6,0,"2020"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",51,1,"2020"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",33,1,"2020"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",9,0,"2021"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",44,0,"2021"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",31,0,"2021"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","12-17 años",10,0,"2022"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","18-29 años",35,0,"2022"
"CHAVIN DE PARIARCA","HUANUCO","HUAMALIES","30-59 años",43,0,"2022"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",1,0,"2012"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",7,0,"2012"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",3,0,"2012"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",10,0,"2013"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",65,2,"2013"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",31,0,"2013"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",14,0,"2014"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",47,0,"2014"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",38,0,"2014"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",10,0,"2015"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",68,0,"2015"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",41,0,"2015"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",19,0,"2016"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",75,0,"2016"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",44,0,"2016"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",18,0,"2017"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",83,0,"2017"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",42,0,"2017"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",29,0,"2018"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",60,0,"2018"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",45,0,"2018"
"JACAS GRANDE","HUANUCO","HUAMALIES","<12 años",2,0,"2018"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",5,0,"2019"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",28,0,"2019"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",26,0,"2019"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",19,0,"2020"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",98,0,"2020"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",41,0,"2020"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",13,0,"2021"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",58,0,"2021"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",35,0,"2021"
"JACAS GRANDE","HUANUCO","HUAMALIES","12-17 años",11,0,"2022"
"JACAS GRANDE","HUANUCO","HUAMALIES","18-29 años",44,0,"2022"
"JACAS GRANDE","HUANUCO","HUAMALIES","30-59 años",29,0,"2022"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",4,0,"2012"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",10,0,"2012"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",5,0,"2012"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",5,0,"2013"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",22,0,"2013"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",11,0,"2013"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",2,0,"2014"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",15,0,"2014"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",13,0,"2014"
"JIRCAN","HUANUCO","HUAMALIES","<12 años",1,0,"2014"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",3,0,"2015"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",15,0,"2015"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",9,0,"2015"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",4,0,"2016"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",19,0,"2016"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",11,0,"2016"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",13,0,"2017"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",9,0,"2017"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",3,0,"2018"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",13,0,"2018"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",12,0,"2018"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",4,0,"2019"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",9,0,"2019"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",6,0,"2019"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",5,0,"2020"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",18,0,"2020"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",6,0,"2020"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",2,0,"2021"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",19,0,"2021"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",9,0,"2021"
"JIRCAN","HUANUCO","HUAMALIES","12-17 años",5,0,"2022"
"JIRCAN","HUANUCO","HUAMALIES","18-29 años",18,0,"2022"
"JIRCAN","HUANUCO","HUAMALIES","30-59 años",8,0,"2022"
"LLATA","HUANUCO","HUAMALIES","18-29 años",3,0,"2011"
"LLATA","HUANUCO","HUAMALIES","30-59 años",2,0,"2011"
"LLATA","HUANUCO","HUAMALIES","12-17 años",1,0,"2012"
"LLATA","HUANUCO","HUAMALIES","18-29 años",8,0,"2012"
"LLATA","HUANUCO","HUAMALIES","30-59 años",4,0,"2012"
"LLATA","HUANUCO","HUAMALIES","12-17 años",13,0,"2013"
"LLATA","HUANUCO","HUAMALIES","18-29 años",49,0,"2013"
"LLATA","HUANUCO","HUAMALIES","30-59 años",30,0,"2013"
"LLATA","HUANUCO","HUAMALIES","12-17 años",24,0,"2014"
"LLATA","HUANUCO","HUAMALIES","18-29 años",117,2,"2014"
"LLATA","HUANUCO","HUAMALIES","30-59 años",72,0,"2014"
"LLATA","HUANUCO","HUAMALIES","12-17 años",37,0,"2015"
"LLATA","HUANUCO","HUAMALIES","18-29 años",219,0,"2015"
"LLATA","HUANUCO","HUAMALIES","30-59 años",105,0,"2015"
"LLATA","HUANUCO","HUAMALIES","12-17 años",20,0,"2016"
"LLATA","HUANUCO","HUAMALIES","18-29 años",172,1,"2016"
"LLATA","HUANUCO","HUAMALIES","30-59 años",107,1,"2016"
"LLATA","HUANUCO","HUAMALIES","12-17 años",41,0,"2017"
"LLATA","HUANUCO","HUAMALIES","18-29 años",199,1,"2017"
"LLATA","HUANUCO","HUAMALIES","30-59 años",116,3,"2017"
"LLATA","HUANUCO","HUAMALIES","12-17 años",42,0,"2018"
"LLATA","HUANUCO","HUAMALIES","18-29 años",258,1,"2018"
"LLATA","HUANUCO","HUAMALIES","30-59 años",125,1,"2018"
"LLATA","HUANUCO","HUAMALIES","12-17 años",15,0,"2019"
"LLATA","HUANUCO","HUAMALIES","18-29 años",93,0,"2019"
"LLATA","HUANUCO","HUAMALIES","30-59 años",64,0,"2019"
"LLATA","HUANUCO","HUAMALIES","12-17 años",56,0,"2020"
"LLATA","HUANUCO","HUAMALIES","18-29 años",255,0,"2020"
"LLATA","HUANUCO","HUAMALIES","30-59 años",181,0,"2020"
"LLATA","HUANUCO","HUAMALIES","12-17 años",30,0,"2021"
"LLATA","HUANUCO","HUAMALIES","18-29 años",189,0,"2021"
"LLATA","HUANUCO","HUAMALIES","30-59 años",93,0,"2021"
"LLATA","HUANUCO","HUAMALIES","12-17 años",21,0,"2022"
"LLATA","HUANUCO","HUAMALIES","18-29 años",127,0,"2022"
"LLATA","HUANUCO","HUAMALIES","30-59 años",80,1,"2022"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",7,0,"2012"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",4,0,"2012"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",4,0,"2013"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",31,0,"2013"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",16,0,"2013"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",3,0,"2014"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",38,0,"2014"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",26,0,"2014"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",9,0,"2015"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",42,0,"2015"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",22,0,"2015"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",9,0,"2016"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",54,0,"2016"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",48,0,"2016"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",11,0,"2017"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",45,0,"2017"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",29,0,"2017"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",14,0,"2018"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",61,0,"2018"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",31,0,"2018"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",5,0,"2019"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",18,0,"2019"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",12,0,"2019"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",12,0,"2020"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",73,0,"2020"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",33,0,"2020"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",6,0,"2021"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",34,0,"2021"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",17,0,"2021"
"MIRAFLORES","HUANUCO","HUAMALIES","12-17 años",6,0,"2022"
"MIRAFLORES","HUANUCO","HUAMALIES","18-29 años",27,0,"2022"
"MIRAFLORES","HUANUCO","HUAMALIES","30-59 años",20,0,"2022"
"MONZON","HUANUCO","HUAMALIES","18-29 años",0,0,"2011"
"MONZON","HUANUCO","HUAMALIES","12-17 años",11,0,"2012"
"MONZON","HUANUCO","HUAMALIES","18-29 años",18,0,"2012"
"MONZON","HUANUCO","HUAMALIES","30-59 años",8,0,"2012"
"MONZON","HUANUCO","HUAMALIES","12-17 años",36,0,"2013"
"MONZON","HUANUCO","HUAMALIES","18-29 años",121,1,"2013"
"MONZON","HUANUCO","HUAMALIES","30-59 años",71,2,"2013"
"MONZON","HUANUCO","HUAMALIES","12-17 años",18,0,"2014"
"MONZON","HUANUCO","HUAMALIES","18-29 años",82,0,"2014"
"MONZON","HUANUCO","HUAMALIES","30-59 años",54,1,"2014"
"MONZON","HUANUCO","HUAMALIES","12-17 años",30,0,"2015"
"MONZON","HUANUCO","HUAMALIES","18-29 años",137,0,"2015"
"MONZON","HUANUCO","HUAMALIES","30-59 años",83,0,"2015"
"MONZON","HUANUCO","HUAMALIES","12-17 años",34,0,"2016"
"MONZON","HUANUCO","HUAMALIES","18-29 años",116,0,"2016"
"MONZON","HUANUCO","HUAMALIES","30-59 años",79,0,"2016"
"MONZON","HUANUCO","HUAMALIES","12-17 años",33,0,"2017"
"MONZON","HUANUCO","HUAMALIES","18-29 años",125,0,"2017"
"MONZON","HUANUCO","HUAMALIES","30-59 años",86,1,"2017"
"MONZON","HUANUCO","HUAMALIES","12-17 años",33,0,"2018"
"MONZON","HUANUCO","HUAMALIES","18-29 años",109,1,"2018"
"MONZON","HUANUCO","HUAMALIES","30-59 años",74,0,"2018"
"MONZON","HUANUCO","HUAMALIES","12-17 años",8,0,"2019"
"MONZON","HUANUCO","HUAMALIES","18-29 años",56,0,"2019"
"MONZON","HUANUCO","HUAMALIES","30-59 años",43,0,"2019"
"MONZON","HUANUCO","HUAMALIES","12-17 años",35,0,"2020"
"MONZON","HUANUCO","HUAMALIES","18-29 años",220,1,"2020"
"MONZON","HUANUCO","HUAMALIES","30-59 años",127,0,"2020"
"MONZON","HUANUCO","HUAMALIES","12-17 años",35,1,"2021"
"MONZON","HUANUCO","HUAMALIES","18-29 años",243,1,"2021"
"MONZON","HUANUCO","HUAMALIES","30-59 años",159,0,"2021"
"MONZON","HUANUCO","HUAMALIES","12-17 años",46,0,"2022"
"MONZON","HUANUCO","HUAMALIES","18-29 años",183,1,"2022"
"MONZON","HUANUCO","HUAMALIES","30-59 años",148,0,"2022"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",1,0,"2013"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",18,0,"2013"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",11,1,"2013"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",1,0,"2014"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",11,0,"2014"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",4,0,"2014"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",2,0,"2015"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",14,0,"2015"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",13,0,"2015"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",2,0,"2016"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",31,0,"2016"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",17,0,"2016"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",2,0,"2017"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",18,0,"2017"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",20,0,"2017"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",1,0,"2018"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",18,0,"2018"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",14,1,"2018"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",4,0,"2019"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",9,0,"2019"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",7,0,"2019"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",8,0,"2020"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",26,1,"2020"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",26,0,"2020"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",5,0,"2021"
"PUNCHAO","HUANUCO","HUAMALIES","18-29 años",23,0,"2021"
"PUNCHAO","HUANUCO","HUAMALIES","30-59 años",17,0,"2021"
"PUNCHAO","HUANUCO","HUAMALIES","12-17 años",10,0,"2022"
