"distrito","departamento","provincia","year","test_number_12-17 años","test_number_18-29 años","test_number_30-59 años","test_number_<12 años","tamizaje_reactivo_12-17 años","tamizaje_reactivo_18-29 años","tamizaje_reactivo_30-59 años","tamizaje_reactivo_<12 años"
"ARAMANGO","AMAZONAS","BAGUA","2011",4,12,4,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2012",10,50,15,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2013",50,134,52,NA,0,2,1,NA
"ARAMANGO","AMAZONAS","BAGUA","2014",42,121,59,NA,0,2,2,NA
"ARAMANGO","AMAZONAS","BAGUA","2015",63,188,97,NA,1,2,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2016",57,181,111,NA,0,3,1,NA
"ARAMANGO","AMAZONAS","BAGUA","2017",34,180,117,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2018",59,201,119,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2019",NA,5,4,NA,NA,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2020",3,13,9,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2021",1,8,3,NA,0,0,0,NA
"ARAMANGO","AMAZONAS","BAGUA","2022",18,87,38,NA,0,1,0,NA
"BAGUA","AMAZONAS","BAGUA","2011",24,73,28,NA,0,0,1,NA
"BAGUA","AMAZONAS","BAGUA","2012",4,3,2,NA,0,0,0,NA
"BAGUA","AMAZONAS","BAGUA","2013",47,251,109,1,1,5,0,0
"BAGUA","AMAZONAS","BAGUA","2014",62,314,121,NA,2,3,0,NA
"BAGUA","AMAZONAS","BAGUA","2015",70,284,114,1,1,2,3,0
"BAGUA","AMAZONAS","BAGUA","2016",68,332,182,1,0,2,0,0
"BAGUA","AMAZONAS","BAGUA","2017",57,389,136,NA,0,6,0,NA
"BAGUA","AMAZONAS","BAGUA","2018",75,406,198,NA,0,2,1,NA
"BAGUA","AMAZONAS","BAGUA","2019",0,5,6,NA,0,0,0,NA
"BAGUA","AMAZONAS","BAGUA","2020",0,0,0,NA,0,0,0,NA
"BAGUA","AMAZONAS","BAGUA","2021",0,1,0,NA,0,0,0,NA
"BAGUA","AMAZONAS","BAGUA","2022",20,151,74,NA,0,1,1,NA
"COPALLIN","AMAZONAS","BAGUA","2011",0,1,0,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2012",2,6,2,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2013",2,12,19,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2014",4,7,1,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2015",3,29,10,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2016",2,25,12,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2017",8,26,24,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2018",5,59,19,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2019",0,3,0,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2020",0,3,3,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2021",0,0,1,NA,0,0,0,NA
"COPALLIN","AMAZONAS","BAGUA","2022",14,33,42,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2011",NA,15,1,NA,NA,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2012",NA,2,NA,NA,NA,0,NA,NA
"EL PARCO","AMAZONAS","BAGUA","2013",4,13,4,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2014",4,20,11,NA,0,0,1,NA
"EL PARCO","AMAZONAS","BAGUA","2015",2,19,4,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2016",1,20,10,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2017",8,30,6,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2018",5,27,19,NA,0,0,0,NA
"EL PARCO","AMAZONAS","BAGUA","2019",NA,2,NA,NA,NA,0,NA,NA
"EL PARCO","AMAZONAS","BAGUA","2022",1,2,2,NA,0,0,0,NA
"IMAZA","AMAZONAS","BAGUA","2011",15,35,22,NA,0,0,0,NA
"IMAZA","AMAZONAS","BAGUA","2012",40,177,81,NA,0,1,0,NA
"IMAZA","AMAZONAS","BAGUA","2013",146,601,237,NA,17,42,13,NA
"IMAZA","AMAZONAS","BAGUA","2014",198,754,303,NA,9,24,13,NA
"IMAZA","AMAZONAS","BAGUA","2015",254,830,364,NA,2,38,16,NA
"IMAZA","AMAZONAS","BAGUA","2016",306,1157,492,1,4,33,21,0
"IMAZA","AMAZONAS","BAGUA","2017",293,1110,523,NA,5,32,11,NA
"IMAZA","AMAZONAS","BAGUA","2018",335,1128,549,1,5,28,19,0
"IMAZA","AMAZONAS","BAGUA","2019",8,47,27,NA,0,0,1,NA
"IMAZA","AMAZONAS","BAGUA","2020",69,198,81,NA,1,0,0,NA
"IMAZA","AMAZONAS","BAGUA","2021",118,366,146,NA,1,1,2,NA
"IMAZA","AMAZONAS","BAGUA","2022",253,710,295,1,1,2,1,0
"LA PECA","AMAZONAS","BAGUA","2011",2,4,10,NA,0,0,0,NA
"LA PECA","AMAZONAS","BAGUA","2012",11,43,18,NA,0,1,0,NA
"LA PECA","AMAZONAS","BAGUA","2013",17,49,26,NA,1,3,0,NA
"LA PECA","AMAZONAS","BAGUA","2014",19,47,30,NA,0,2,0,NA
"LA PECA","AMAZONAS","BAGUA","2015",12,38,27,NA,0,1,0,NA
"LA PECA","AMAZONAS","BAGUA","2016",13,52,27,NA,0,0,0,NA
"LA PECA","AMAZONAS","BAGUA","2017",14,64,48,NA,0,0,0,NA
"LA PECA","AMAZONAS","BAGUA","2018",13,57,55,NA,0,0,0,NA
"LA PECA","AMAZONAS","BAGUA","2021",NA,1,NA,NA,NA,0,NA,NA
"CHISQUILLA","AMAZONAS","BONGARA","2012",NA,1,1,NA,NA,0,0,NA
"CHISQUILLA","AMAZONAS","BONGARA","2015",1,NA,NA,NA,0,NA,NA,NA
"CHISQUILLA","AMAZONAS","BONGARA","2016",1,2,NA,NA,0,0,NA,NA
"CHISQUILLA","AMAZONAS","BONGARA","2017",NA,2,2,NA,NA,0,0,NA
"CHISQUILLA","AMAZONAS","BONGARA","2021",2,1,3,NA,0,0,0,NA
"CHISQUILLA","AMAZONAS","BONGARA","2022",1,2,2,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2011",NA,4,1,NA,NA,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2012",1,6,3,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2013",1,3,4,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2014",NA,2,NA,NA,NA,0,NA,NA
"CHURUJA","AMAZONAS","BONGARA","2015",1,0,1,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2016",NA,3,1,NA,NA,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2017",1,6,2,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2018",1,8,1,NA,0,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2021",NA,2,1,NA,NA,0,0,NA
"CHURUJA","AMAZONAS","BONGARA","2022",NA,3,1,NA,NA,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2012",1,1,NA,NA,0,0,NA,NA
"COROSHA","AMAZONAS","BONGARA","2013",1,1,1,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2014",1,15,3,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2015",2,12,4,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2016",3,8,8,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2017",4,7,8,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2018",5,11,5,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2021",1,5,1,NA,0,0,0,NA
"COROSHA","AMAZONAS","BONGARA","2022",NA,6,4,NA,NA,0,0,NA
"CUISPES","AMAZONAS","BONGARA","2011",1,5,4,NA,0,0,0,NA
"CUISPES","AMAZONAS","BONGARA","2012",NA,3,4,NA,NA,0,0,NA
"CUISPES","AMAZONAS","BONGARA","2018",1,1,1,NA,0,0,0,NA
"CUISPES","AMAZONAS","BONGARA","2020",NA,NA,0,NA,NA,NA,0,NA
"CUISPES","AMAZONAS","BONGARA","2021",NA,9,8,NA,NA,0,0,NA
"CUISPES","AMAZONAS","BONGARA","2022",1,4,3,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2011",1,3,0,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2012",1,12,7,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2013",10,64,26,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2014",13,55,34,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2015",15,67,35,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2016",26,46,34,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2017",20,74,43,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2018",25,66,32,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2019",NA,1,2,NA,NA,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2021",0,19,21,NA,0,0,0,NA
"FLORIDA","AMAZONAS","BONGARA","2022",6,40,37,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2011",10,44,15,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2012",20,71,38,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2013",25,100,64,NA,0,0,1,NA
"JAZAN","AMAZONAS","BONGARA","2014",23,97,42,NA,1,0,1,NA
"JAZAN","AMAZONAS","BONGARA","2015",23,127,65,NA,0,0,1,NA
"JAZAN","AMAZONAS","BONGARA","2016",26,168,66,NA,0,1,0,NA
"JAZAN","AMAZONAS","BONGARA","2017",24,161,102,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2018",22,136,76,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2019",0,0,1,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2020",NA,0,NA,NA,NA,0,NA,NA
"JAZAN","AMAZONAS","BONGARA","2021",11,55,38,NA,0,0,0,NA
"JAZAN","AMAZONAS","BONGARA","2022",23,97,72,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2012",1,3,2,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2013",2,6,6,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2014",3,6,7,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2015",2,9,3,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2016",4,11,14,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2017",NA,5,5,NA,NA,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2018",1,1,9,NA,0,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2021",NA,5,3,NA,NA,0,0,NA
"JUMBILLA","AMAZONAS","BONGARA","2022",1,6,10,NA,0,0,0,NA
"RECTA","AMAZONAS","BONGARA","2017",NA,1,NA,NA,NA,0,NA,NA
"RECTA","AMAZONAS","BONGARA","2018",NA,NA,0,NA,NA,NA,0,NA
"RECTA","AMAZONAS","BONGARA","2021",NA,2,NA,NA,NA,0,NA,NA
"SAN CARLOS","AMAZONAS","BONGARA","2012",NA,NA,1,NA,NA,NA,0,NA
"SAN CARLOS","AMAZONAS","BONGARA","2013",NA,3,NA,NA,NA,0,NA,NA
"SAN CARLOS","AMAZONAS","BONGARA","2014",NA,1,NA,NA,NA,0,NA,NA
"SAN CARLOS","AMAZONAS","BONGARA","2021",NA,3,1,NA,NA,0,0,NA
"SAN CARLOS","AMAZONAS","BONGARA","2022",NA,NA,2,NA,NA,NA,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2011",NA,4,3,NA,NA,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2012",2,19,6,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2013",3,8,8,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2014",3,4,1,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2016",NA,2,4,NA,NA,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2017",1,10,3,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2018",2,11,10,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2021",2,8,11,NA,0,0,0,NA
"SHIPASBAMBA","AMAZONAS","BONGARA","2022",6,14,16,NA,0,0,0,NA
"VALERA","AMAZONAS","BONGARA","2011",3,4,1,NA,0,0,0,NA
"VALERA","AMAZONAS","BONGARA","2012",NA,9,1,NA,NA,0,0,NA
"VALERA","AMAZONAS","BONGARA","2014",NA,0,NA,NA,NA,0,NA,NA
"VALERA","AMAZONAS","BONGARA","2015",NA,7,0,NA,NA,0,0,NA
"VALERA","AMAZONAS","BONGARA","2016",1,5,1,NA,0,0,0,NA
"VALERA","AMAZONAS","BONGARA","2017",3,6,NA,NA,0,0,NA,NA
"VALERA","AMAZONAS","BONGARA","2018",2,9,7,NA,0,0,0,NA
"VALERA","AMAZONAS","BONGARA","2021",2,1,4,NA,0,0,0,NA
"VALERA","AMAZONAS","BONGARA","2022",NA,8,7,NA,NA,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2012",2,2,2,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2013",7,50,24,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2014",13,42,17,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2015",9,50,39,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2016",10,46,20,NA,0,0,1,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2017",16,88,51,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2018",14,88,52,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2021",3,18,14,NA,0,0,0,NA
"YAMBRASBAMBA","AMAZONAS","BONGARA","2022",14,73,52,NA,0,0,0,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2014",NA,NA,1,NA,NA,NA,0,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2015",NA,NA,1,NA,NA,NA,0,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2016",1,1,1,NA,0,0,0,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2017",NA,1,NA,NA,NA,0,NA,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2018",1,NA,NA,NA,0,NA,NA,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2021",NA,1,1,NA,NA,0,0,NA
"ASUNCION","AMAZONAS","CHACHAPOYAS","2022",NA,1,2,NA,NA,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2013",NA,10,8,NA,NA,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2014",2,9,4,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2015",7,11,8,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2016",4,17,13,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2017",8,26,15,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2018",1,16,13,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2019",1,5,4,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2020",0,9,4,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2021",2,6,3,NA,0,0,0,NA
"BALSAS","AMAZONAS","CHACHAPOYAS","2022",2,8,6,NA,0,1,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2011",8,38,20,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2012",37,268,87,NA,0,0,1,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2013",51,340,124,NA,0,0,1,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2014",29,261,95,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2015",29,189,93,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2016",41,417,184,NA,0,1,1,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2017",44,462,193,NA,0,1,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2018",50,372,142,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2019",6,149,90,NA,0,1,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2020",3,49,35,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2021",29,203,105,NA,0,0,0,NA
"CHACHAPOYAS","AMAZONAS","CHACHAPOYAS","2022",26,342,202,NA,0,0,2,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2011",NA,NA,1,NA,NA,NA,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2012",NA,2,2,NA,NA,0,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2013",1,NA,4,NA,0,NA,1,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2014",0,1,1,NA,0,0,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2015",NA,2,4,NA,NA,0,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2016",NA,NA,1,NA,NA,NA,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2017",2,4,6,NA,0,0,0,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2018",NA,1,NA,NA,NA,0,NA,NA
"CHETO","AMAZONAS","CHACHAPOYAS","2022",0,7,6,NA,0,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2013",NA,1,3,NA,NA,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2014",3,4,1,NA,0,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2015",2,4,NA,NA,0,0,NA,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2016",NA,2,2,NA,NA,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2017",NA,2,1,NA,NA,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2018",NA,1,2,NA,NA,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2020",NA,1,1,NA,NA,0,0,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2021",NA,1,NA,NA,NA,0,NA,NA
"CHILIQUIN","AMAZONAS","CHACHAPOYAS","2022",1,12,8,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2012",0,9,4,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2013",1,3,5,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2014",3,9,12,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2015",5,9,13,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2016",6,15,19,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2017",3,34,18,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2018",7,20,4,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2019",1,7,3,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2020",6,28,13,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2021",6,16,6,NA,0,0,0,NA
"CHUQUIBAMBA","AMAZONAS","CHACHAPOYAS","2022",4,22,7,NA,0,0,0,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2014",NA,1,2,NA,NA,0,0,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2015",NA,0,0,NA,NA,0,0,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2016",NA,2,4,NA,NA,0,0,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2017",NA,1,NA,NA,NA,0,NA,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2018",NA,2,NA,NA,NA,0,NA,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2021",NA,NA,1,NA,NA,NA,0,NA
"GRANADA","AMAZONAS","CHACHAPOYAS","2022",NA,NA,2,NA,NA,NA,0,NA
"HUANCAS","AMAZONAS","CHACHAPOYAS","2015",NA,2,NA,NA,NA,0,NA,NA
"HUANCAS","AMAZONAS","CHACHAPOYAS","2021",1,5,NA,NA,0,0,NA,NA
"HUANCAS","AMAZONAS","CHACHAPOYAS","2022",1,4,4,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2011",NA,2,1,NA,NA,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2012",2,13,5,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2013",32,89,50,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2014",26,86,34,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2015",10,24,18,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2016",13,50,24,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2017",26,82,57,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2018",14,87,54,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2019",NA,1,4,NA,NA,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2020",2,10,9,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2021",23,53,38,NA,0,0,0,NA
"LA JALCA","AMAZONAS","CHACHAPOYAS","2022",13,29,36,NA,0,1,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2012",NA,10,6,NA,NA,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2013",1,1,2,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2014",7,19,13,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2015",14,42,25,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2016",10,41,27,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2017",13,43,40,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2018",14,55,32,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2019",5,20,20,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2020",9,36,26,NA,0,0,0,NA
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2021",16,28,17,0,0,0,0,0
"LEIMEBAMBA","AMAZONAS","CHACHAPOYAS","2022",13,21,20,NA,0,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2011",NA,2,NA,NA,NA,0,NA,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2013",NA,1,NA,NA,NA,0,NA,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2014",NA,9,3,NA,NA,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2015",3,5,1,NA,0,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2016",2,3,12,NA,0,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2017",1,3,3,NA,0,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2018",NA,4,2,NA,NA,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2019",NA,2,1,NA,NA,0,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2020",NA,0,NA,NA,NA,0,NA,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2021",NA,NA,5,NA,NA,NA,0,NA
"LEVANTO","AMAZONAS","CHACHAPOYAS","2022",NA,2,6,NA,NA,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2011",1,1,1,NA,0,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2012",NA,1,NA,NA,NA,0,NA,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2013",NA,1,NA,NA,NA,0,NA,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2014",NA,7,2,NA,NA,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2015",NA,0,0,NA,NA,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2016",1,8,3,NA,0,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2017",3,4,5,NA,0,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2018",2,5,8,NA,0,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2020",NA,1,NA,NA,NA,0,NA,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2021",NA,9,7,NA,NA,0,0,NA
"MAGDALENA","AMAZONAS","CHACHAPOYAS","2022",1,6,3,NA,0,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2012",NA,2,1,NA,NA,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2013",NA,4,4,NA,NA,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2014",NA,3,3,NA,NA,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2015",1,3,1,NA,0,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2016",5,10,4,NA,0,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2017",1,13,1,NA,0,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2018",NA,6,13,NA,NA,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2019",NA,NA,0,NA,NA,NA,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2020",NA,0,1,NA,NA,0,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2021",1,NA,1,NA,0,NA,0,NA
"MARISCAL CASTILLA","AMAZONAS","CHACHAPOYAS","2022",NA,3,3,NA,NA,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2012",NA,NA,1,NA,NA,NA,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2013",1,7,3,NA,0,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2014",NA,10,4,NA,NA,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2015",0,4,1,NA,0,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2016",2,16,8,NA,0,0,0,NA
"MOLINOPAMPA","AMAZONAS","CHACHAPOYAS","2017",2,13,7,NA,0,0,0,NA
