"distrito","departamento","provincia","year","test_number_12-17 años","test_number_18-29 años","test_number_30-59 años","test_number_<12 años","tamizaje_reactivo_12-17 años","tamizaje_reactivo_18-29 años","tamizaje_reactivo_30-59 años","tamizaje_reactivo_<12 años"
"CUPI","PUNO","MELGAR","2021",1,13,12,NA,0,0,0,NA
"CUPI","PUNO","MELGAR","2022",1,9,9,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2012",2,20,4,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2013",4,8,3,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2014",1,NA,1,NA,0,NA,0,NA
"LLALLI","PUNO","MELGAR","2015",1,20,8,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2016",5,25,11,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2017",5,23,14,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2018",8,25,5,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2019",NA,5,3,NA,NA,0,0,NA
"LLALLI","PUNO","MELGAR","2020",6,20,9,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2021",4,24,6,NA,0,0,0,NA
"LLALLI","PUNO","MELGAR","2022",3,21,14,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2013",NA,7,3,NA,NA,0,0,NA
"MACARI","PUNO","MELGAR","2014",6,45,30,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2015",8,75,48,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2016",16,67,31,NA,0,1,0,NA
"MACARI","PUNO","MELGAR","2017",9,44,21,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2018",14,60,30,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2020",14,72,25,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2021",10,60,34,NA,0,0,0,NA
"MACARI","PUNO","MELGAR","2022",7,43,26,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2012",0,1,2,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2013",5,37,20,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2014",3,15,2,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2015",17,81,34,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2016",10,80,33,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2017",9,55,31,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2018",9,78,37,NA,0,1,0,NA
"NUÑOA","PUNO","MELGAR","2020",10,82,27,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2021",14,61,34,NA,0,0,0,NA
"NUÑOA","PUNO","MELGAR","2022",8,61,28,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2012",1,10,1,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2013",4,9,2,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2014",1,38,15,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2015",8,87,62,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2016",12,60,39,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2017",6,55,28,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2018",9,65,35,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2020",7,48,22,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2021",5,44,34,NA,0,0,0,NA
"ORURILLO","PUNO","MELGAR","2022",10,54,15,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2014",0,0,0,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2015",13,58,25,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2016",6,40,27,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2017",11,49,26,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2018",8,49,36,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2020",3,33,17,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2021",4,46,28,NA,0,0,0,NA
"SANTA ROSA","PUNO","MELGAR","2022",4,40,22,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2013",1,11,9,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2014",1,20,7,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2015",4,42,25,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2016",5,33,17,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2017",4,30,11,NA,0,1,0,NA
"UMACHIRI","PUNO","MELGAR","2018",4,30,13,NA,0,1,0,NA
"UMACHIRI","PUNO","MELGAR","2020",2,18,8,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2021",4,36,19,NA,0,0,0,NA
"UMACHIRI","PUNO","MELGAR","2022",2,25,6,NA,0,0,0,NA
"CONIMA","PUNO","MOHO","2014",NA,3,NA,NA,NA,0,NA,NA
"CONIMA","PUNO","MOHO","2015",NA,3,2,NA,NA,0,0,NA
"CONIMA","PUNO","MOHO","2016",2,7,4,NA,0,0,1,NA
"CONIMA","PUNO","MOHO","2017",2,16,3,NA,0,0,0,NA
"CONIMA","PUNO","MOHO","2018",1,15,11,NA,0,2,0,NA
"CONIMA","PUNO","MOHO","2019",NA,2,1,NA,NA,0,0,NA
"CONIMA","PUNO","MOHO","2020",3,16,14,NA,0,0,0,NA
"CONIMA","PUNO","MOHO","2021",4,22,14,NA,0,0,0,NA
"CONIMA","PUNO","MOHO","2022",4,24,8,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2013",NA,0,0,NA,NA,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2014",NA,NA,0,NA,NA,NA,0,NA
"HUAYRAPATA","PUNO","MOHO","2015",NA,1,1,NA,NA,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2016",1,9,6,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2017",1,15,7,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2018",6,18,9,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2020",3,8,1,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2021",7,9,5,NA,0,0,0,NA
"HUAYRAPATA","PUNO","MOHO","2022",5,20,5,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2014",NA,1,NA,NA,NA,0,NA,NA
"MOHO","PUNO","MOHO","2015",2,41,21,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2016",8,49,24,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2017",5,56,26,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2018",5,73,29,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2020",4,32,13,NA,0,0,1,NA
"MOHO","PUNO","MOHO","2021",10,76,23,NA,0,0,0,NA
"MOHO","PUNO","MOHO","2022",17,60,21,NA,0,0,0,NA
"TILALI","PUNO","MOHO","2016",1,10,5,NA,0,0,0,NA
"TILALI","PUNO","MOHO","2017",NA,16,6,NA,NA,1,0,NA
"TILALI","PUNO","MOHO","2018",NA,14,9,NA,NA,0,0,NA
"TILALI","PUNO","MOHO","2019",NA,3,NA,NA,NA,0,NA,NA
"TILALI","PUNO","MOHO","2020",1,17,8,NA,0,0,1,NA
"TILALI","PUNO","MOHO","2021",2,22,11,NA,0,0,0,NA
"TILALI","PUNO","MOHO","2022",NA,17,4,NA,NA,0,0,NA
"ACORA","PUNO","PUNO","2012",10,52,16,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2013",12,126,58,NA,0,0,1,NA
"ACORA","PUNO","PUNO","2014",14,199,96,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2015",32,250,107,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2016",38,407,146,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2017",21,200,65,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2018",14,204,71,NA,0,1,0,NA
"ACORA","PUNO","PUNO","2019",3,38,20,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2020",7,167,67,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2021",16,166,62,NA,0,0,0,NA
"ACORA","PUNO","PUNO","2022",11,139,88,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2013",2,15,4,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2014",2,25,11,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2015",6,30,14,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2016",5,23,14,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2017",6,16,13,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2018",5,34,10,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2019",3,2,NA,NA,0,0,NA,NA
"AMANTANI","PUNO","PUNO","2020",10,21,13,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2021",3,29,17,NA,0,0,0,NA
"AMANTANI","PUNO","PUNO","2022",7,20,13,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2014",NA,0,NA,NA,NA,0,NA,NA
"ATUNCOLLA","PUNO","PUNO","2016",4,21,7,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2017",3,42,16,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2018",4,61,19,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2020",2,40,15,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2021",3,47,31,NA,0,0,0,NA
"ATUNCOLLA","PUNO","PUNO","2022",4,44,16,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2012",NA,5,2,NA,NA,0,0,NA
"CAPACHICA","PUNO","PUNO","2013",4,26,9,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2014",6,45,19,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2015",2,42,19,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2016",6,34,21,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2017",7,56,14,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2018",23,105,52,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2019",1,12,4,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2020",5,47,32,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2021",3,47,33,NA,0,0,0,NA
"CAPACHICA","PUNO","PUNO","2022",7,53,33,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2012",NA,1,NA,NA,NA,0,NA,NA
"CHUCUITO","PUNO","PUNO","2013",NA,3,2,NA,NA,0,0,NA
"CHUCUITO","PUNO","PUNO","2014",2,16,9,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2015",4,32,7,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2016",3,37,13,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2017",6,35,18,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2018",5,42,21,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2020",2,48,10,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2021",1,35,21,NA,0,0,0,NA
"CHUCUITO","PUNO","PUNO","2022",NA,32,10,NA,NA,0,0,NA
"COATA","PUNO","PUNO","2014",3,40,10,NA,0,0,0,NA
"COATA","PUNO","PUNO","2015",2,34,19,NA,0,0,0,NA
"COATA","PUNO","PUNO","2016",2,32,10,NA,0,0,0,NA
"COATA","PUNO","PUNO","2017",2,82,31,NA,0,0,0,NA
"COATA","PUNO","PUNO","2018",1,81,16,NA,0,0,0,NA
"COATA","PUNO","PUNO","2019",1,28,6,NA,0,0,0,NA
"COATA","PUNO","PUNO","2020",2,95,28,NA,0,0,0,NA
"COATA","PUNO","PUNO","2021",NA,88,34,NA,NA,0,0,NA
"COATA","PUNO","PUNO","2022",6,64,28,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2013",1,3,1,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2014",1,11,3,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2015",NA,17,13,NA,NA,0,0,NA
"HUATA","PUNO","PUNO","2016",2,30,10,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2017",3,20,12,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2018",4,35,8,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2019",1,8,6,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2020",3,25,10,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2021",5,22,19,NA,0,0,0,NA
"HUATA","PUNO","PUNO","2022",3,15,15,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2013",1,26,13,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2014",3,32,5,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2015",11,36,20,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2016",4,34,5,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2017",12,48,17,NA,0,0,1,NA
"MAÑAZO","PUNO","PUNO","2018",16,48,25,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2019",NA,5,4,NA,NA,0,0,NA
"MAÑAZO","PUNO","PUNO","2020",4,45,22,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2021",4,36,28,NA,0,0,0,NA
"MAÑAZO","PUNO","PUNO","2022",8,35,27,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2013",4,12,9,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2014",1,5,3,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2015",1,23,6,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2016",7,26,15,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2017",2,28,18,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2018",3,21,12,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2019",NA,5,1,NA,NA,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2020",NA,39,22,NA,NA,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2021",4,28,27,NA,0,0,0,NA
"PAUCARCOLLA","PUNO","PUNO","2022",4,19,16,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2013",1,4,2,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2014",9,30,16,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2015",14,73,32,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2016",7,62,25,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2017",10,61,25,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2018",14,86,24,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2019",1,9,2,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2020",16,87,41,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2021",10,85,52,NA,0,0,0,NA
"PICHACANI","PUNO","PUNO","2022",8,85,45,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2012",NA,1,NA,NA,NA,0,NA,NA
"PLATERIA","PUNO","PUNO","2013",NA,9,1,NA,NA,0,0,NA
"PLATERIA","PUNO","PUNO","2014",5,32,14,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2015",6,32,19,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2016",4,32,14,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2017",5,47,22,NA,0,1,0,NA
"PLATERIA","PUNO","PUNO","2018",3,41,20,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2019",NA,1,1,NA,NA,0,0,NA
"PLATERIA","PUNO","PUNO","2020",3,45,12,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2021",5,48,24,NA,0,0,0,NA
"PLATERIA","PUNO","PUNO","2022",9,51,20,NA,0,0,0,NA
"PUNO","PUNO","PUNO","2011",NA,1,NA,NA,NA,0,NA,NA
"PUNO","PUNO","PUNO","2012",1,15,3,NA,0,0,0,NA
"PUNO","PUNO","PUNO","2013",27,279,132,NA,0,0,0,NA
"PUNO","PUNO","PUNO","2014",38,556,210,NA,0,1,1,NA
"PUNO","PUNO","PUNO","2015",35,591,271,NA,0,0,0,NA
"PUNO","PUNO","PUNO","2016",53,786,432,NA,0,2,0,NA
"PUNO","PUNO","PUNO","2017",61,852,388,NA,1,3,1,NA
"PUNO","PUNO","PUNO","2018",59,818,367,NA,2,1,0,NA
"PUNO","PUNO","PUNO","2019",5,66,39,NA,0,0,0,NA
"PUNO","PUNO","PUNO","2020",43,652,471,NA,0,4,0,NA
"PUNO","PUNO","PUNO","2021",26,747,547,NA,0,4,0,NA
"PUNO","PUNO","PUNO","2022",34,752,498,NA,0,3,0,NA
"SAN ANTONIO","PUNO","PUNO","2013",1,6,3,NA,0,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2014",4,8,2,NA,0,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2015",NA,6,0,NA,NA,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2016",3,5,2,NA,0,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2017",2,5,1,NA,0,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2018",1,4,NA,NA,0,0,NA,NA
"SAN ANTONIO","PUNO","PUNO","2019",NA,2,NA,NA,NA,0,NA,NA
"SAN ANTONIO","PUNO","PUNO","2020",2,9,3,NA,0,0,0,NA
"SAN ANTONIO","PUNO","PUNO","2021",1,4,NA,NA,0,0,NA,NA
"SAN ANTONIO","PUNO","PUNO","2022",1,5,3,NA,0,0,0,NA
"TIQUILLACA","PUNO","PUNO","2014",NA,0,0,NA,NA,0,0,NA
"TIQUILLACA","PUNO","PUNO","2015",NA,4,8,NA,NA,0,0,NA
"TIQUILLACA","PUNO","PUNO","2016",NA,7,0,NA,NA,0,0,NA
"TIQUILLACA","PUNO","PUNO","2017",NA,9,4,NA,NA,0,0,NA
"TIQUILLACA","PUNO","PUNO","2018",3,3,7,NA,0,0,0,NA
"TIQUILLACA","PUNO","PUNO","2019",NA,NA,1,NA,NA,NA,0,NA
"TIQUILLACA","PUNO","PUNO","2020",NA,11,5,NA,NA,0,0,NA
"TIQUILLACA","PUNO","PUNO","2021",1,4,3,NA,0,0,0,NA
"TIQUILLACA","PUNO","PUNO","2022",1,2,2,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2013",NA,7,3,NA,NA,0,0,NA
"VILQUE","PUNO","PUNO","2014",0,13,11,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2015",5,29,9,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2016",7,25,5,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2017",NA,19,8,NA,NA,0,0,NA
"VILQUE","PUNO","PUNO","2018",4,32,13,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2019",NA,7,NA,NA,NA,0,NA,NA
"VILQUE","PUNO","PUNO","2020",4,22,12,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2021",1,38,9,NA,0,0,0,NA
"VILQUE","PUNO","PUNO","2022",2,22,16,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2011",NA,1,NA,NA,NA,0,NA,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2012",NA,11,2,NA,NA,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2013",1,16,NA,NA,0,0,NA,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2014",2,37,7,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2015",7,83,17,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2016",9,102,35,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2017",7,113,34,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2018",9,111,39,NA,0,1,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2020",4,48,20,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2021",9,54,30,NA,0,0,0,NA
"ANANEA","PUNO","SAN ANTONIO DE PUTINA","2022",6,73,29,NA,0,0,0,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2015",NA,0,NA,NA,NA,0,NA,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2017",2,10,6,NA,0,0,0,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2018",1,11,5,NA,0,0,0,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2019",NA,6,1,NA,NA,0,0,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2020",2,17,4,NA,0,0,1,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2021",1,10,3,NA,0,0,0,NA
"PEDRO VILCA APAZA","PUNO","SAN ANTONIO DE PUTINA","2022",NA,8,7,NA,NA,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2013",5,39,31,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2014",15,212,64,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2015",15,238,93,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2016",18,250,92,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2017",14,194,71,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2018",20,164,57,NA,0,1,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2021",1,9,6,NA,0,0,0,NA
"PUTINA","PUNO","SAN ANTONIO DE PUTINA","2022",11,106,59,NA,0,1,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2014",2,13,8,NA,0,0,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2015",2,30,7,NA,0,0,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2016",NA,2,0,NA,NA,0,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2018",4,57,24,NA,0,0,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2021",NA,NA,3,NA,NA,NA,0,NA
"QUILCAPUNCU","PUNO","SAN ANTONIO DE PUTINA","2022",3,27,12,NA,0,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2013",NA,0,0,NA,NA,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2014",NA,1,NA,NA,NA,0,NA,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2015",1,6,3,NA,0,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2016",1,15,2,NA,0,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2017",4,13,11,NA,0,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2018",3,15,4,NA,0,0,0,NA
"SINA","PUNO","SAN ANTONIO DE PUTINA","2022",2,14,6,NA,0,0,0,NA
"CABANA","PUNO","SAN ROMAN","2013",1,7,3,NA,0,0,0,NA
"CABANA","PUNO","SAN ROMAN","2014",1,2,2,NA,0,0,0,NA
"CABANA","PUNO","SAN ROMAN","2015",1,16,7,NA,0,0,0,NA
"CABANA","PUNO","SAN ROMAN","2016",5,40,12,NA,0,0,0,NA
"CABANA","PUNO","SAN ROMAN","2017",5,44,9,NA,0,1,0,NA
"CABANA","PUNO","SAN ROMAN","2018",4,37,9,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2013",NA,4,1,NA,NA,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2014",2,2,0,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2015",3,8,3,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2016",1,29,13,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2017",4,25,18,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2018",1,32,14,NA,0,0,0,NA
"CABANILLAS","PUNO","SAN ROMAN","2021",NA,1,NA,NA,NA,0,NA,NA
"CARACOTO","PUNO","SAN ROMAN","2013",2,9,5,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2014",NA,3,2,1,NA,0,0,0
"CARACOTO","PUNO","SAN ROMAN","2015",5,40,19,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2016",12,89,31,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2017",12,102,38,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2018",11,132,65,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2019",NA,1,NA,NA,NA,0,NA,NA
"CARACOTO","PUNO","SAN ROMAN","2020",6,73,45,NA,0,0,0,NA
"CARACOTO","PUNO","SAN ROMAN","2021",9,112,46,NA,0,2,0,NA
"CARACOTO","PUNO","SAN ROMAN","2022",11,92,57,NA,0,0,0,NA
"JULIACA","PUNO","SAN ROMAN","2011",0,0,0,NA,0,0,0,NA
"JULIACA","PUNO","SAN ROMAN","2012",2,34,18,NA,0,0,0,NA
"JULIACA","PUNO","SAN ROMAN","2013",21,262,122,1,0,1,0,0
"JULIACA","PUNO","SAN ROMAN","2014",39,596,327,NA,0,2,0,NA
"JULIACA","PUNO","SAN ROMAN","2015",109,1523,680,0,0,0,1,0
"JULIACA","PUNO","SAN ROMAN","2016",132,1965,938,NA,1,8,3,NA
"JULIACA","PUNO","SAN ROMAN","2017",157,2295,1102,NA,6,29,4,NA
"JULIACA","PUNO","SAN ROMAN","2018",147,2436,1141,NA,6,68,9,NA
"JULIACA","PUNO","SAN ROMAN","2019",5,58,37,NA,0,1,0,NA
"JULIACA","PUNO","SAN ROMAN","2020",28,411,272,NA,0,0,0,NA
"JULIACA","PUNO","SAN ROMAN","2021",49,1252,809,NA,0,11,0,NA
"JULIACA","PUNO","SAN ROMAN","2022",100,1703,1031,1,0,5,0,0
"SAN MIGUEL","PUNO","SAN ROMAN","2013",0,0,0,NA,0,0,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2014",9,57,21,NA,0,0,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2015",37,491,202,NA,0,0,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2016",47,622,237,NA,0,8,1,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2017",44,618,286,NA,1,2,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2018",41,703,346,NA,1,6,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2019",1,4,2,NA,0,1,0,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2020",NA,0,NA,NA,NA,0,NA,NA
"SAN MIGUEL","PUNO","SAN ROMAN","2022",25,513,342,NA,0,1,0,NA
"ALTO INAMBARI","PUNO","SANDIA","2013",6,37,13,NA,0,1,1,NA
"ALTO INAMBARI","PUNO","SANDIA","2014",6,32,9,NA,0,0,1,NA
"ALTO INAMBARI","PUNO","SANDIA","2015",12,69,36,NA,0,1,0,NA
"ALTO INAMBARI","PUNO","SANDIA","2016",10,62,28,NA,0,0,0,NA
"ALTO INAMBARI","PUNO","SANDIA","2017",17,53,18,NA,0,0,1,NA
"ALTO INAMBARI","PUNO","SANDIA","2018",8,61,27,NA,0,0,0,NA
